time,open,high,low,close,tick_volume
2025-06-26 12:19:10.334090,199.06179039576244,199.50092869196783,198.81331027917844,199.39195079941996,500
2025-06-26 12:24:10.334090,199.099171906706,199.5940025568167,198.6991297679884,199.2796418964128,407
2025-06-26 12:29:10.334090,199.23449447578923,199.61634858630603,199.07358500633262,199.46795010507623,456
2025-06-26 12:34:10.334090,199.25221738908598,199.4819733398117,199.0315225709316,199.29948187233433,402
2025-06-26 12:39:10.334090,199.7879124504239,200.00126885180418,199.2879461657976,199.9401355759788,485
2025-06-26 12:44:10.334090,200.3660717744305,200.4842459691631,200.13529547686997,200.29569399917426,210
2025-06-26 12:49:10.334090,199.89225886216508,200.1118023346434,199.5919932408483,199.70305112621264,300
2025-06-26 12:54:10.334090,199.5029882137371,199.86820687779988,199.11907403621748,199.19513974108304,102
2025-06-26 12:59:10.334090,199.37228838078315,199.63397779893873,199.00334625697036,199.47692694114724,395
2025-06-26 13:04:10.334090,199.53592532582485,199.9939308492301,199.0453888957627,199.63165739349608,258
2025-06-26 13:09:10.334090,199.83383803812816,200.07461073151808,199.5997551321386,199.88626018316262,490
2025-06-26 13:14:10.334090,200.0789403301545,200.551992733495,199.71644131483907,200.26284343252019,277
2025-06-26 13:19:10.334090,200.59065989760242,200.9223663245432,200.32642904619414,200.62780793052937,475
2025-06-26 13:24:10.334090,200.49863490790747,200.62821113418138,200.24291721196946,200.55730938386642,421
2025-06-26 13:29:10.334090,200.6556010054455,200.80281946616236,200.4224304116743,200.58724174804905,287
2025-06-26 13:34:10.334090,200.87770651074777,201.26162032696314,200.5121345280187,201.1340042808788,191
2025-06-26 13:39:10.334090,200.84935511684,201.02022040314333,200.41573189411082,200.81869731899664,265
2025-06-26 13:44:10.334090,200.74870109910188,201.1338015194624,200.4277783742371,200.45801660868366,105
2025-06-26 13:49:10.334090,200.3063437213042,200.69552972155574,199.91380007479555,200.14903313850849,112
2025-06-26 13:54:10.334090,199.69905187323081,200.1366703468119,199.27785936650506,200.06828305341142,299
2025-06-26 13:59:10.334090,199.57925543714592,199.81537190466275,199.19777389541557,199.43737598070052,428
2025-06-26 14:04:10.334090,199.31126392634468,199.54339647959088,199.18240841154278,199.52898417965292,156
2025-06-26 14:09:10.334090,199.13435623628231,199.55086970932715,198.87259879989017,199.14071678071036,421
2025-06-26 14:14:10.334090,199.26998345299123,199.4388643161197,198.77893790567867,199.31309039534617,149
2025-06-26 14:19:10.334090,199.48256672407297,199.79322453802737,199.3225491632461,199.74900934744772,404
2025-06-26 14:24:10.334090,200.15831713744032,200.62260999877734,199.74690383444667,200.39790950323908,366
2025-06-26 14:29:10.334090,200.12850440476373,200.6020276326308,199.90840091613637,199.98670723240326,318
2025-06-26 14:34:10.334090,200.02544760177165,200.1399376325701,199.68803171335884,199.95903179556936,175
2025-06-26 14:39:10.334090,199.62351151983077,200.07952956811883,199.276370282972,199.97701485299285,377
2025-06-26 14:44:10.334090,199.8783722780104,200.234430240985,199.54914813758091,199.9388038599389,389
2025-06-26 14:49:10.334090,200.07379852038835,200.4732903898357,199.92849149492054,200.2216238230722,448
2025-06-26 14:54:10.334090,200.27479584597322,200.52602596141256,200.12837126836948,200.49004462537945,468
2025-06-26 14:59:10.334090,200.40772289979577,200.82373002703142,199.9513345724027,200.8162178328578,333
2025-06-26 15:04:10.334090,200.352991544009,200.57323455725486,200.24037996733344,200.50793374536346,214
2025-06-26 15:09:10.334090,200.42924126327807,200.6978056280411,200.32823429696148,200.45247602287608,418
2025-06-26 15:14:10.334090,200.65587349840203,200.82752698372383,200.48201710415296,200.59881009859265,171
2025-06-26 15:19:10.334090,200.349588246925,200.51580008749235,199.94300161513385,200.16586112027306,489
2025-06-26 15:24:10.334090,200.337372359133,200.75387419455322,199.9741519062775,200.46055352708223,181
2025-06-26 15:29:10.334090,200.42120972279469,200.61030863572236,200.2843352816785,200.4825273053887,395
2025-06-26 15:34:10.334090,200.81829357525766,200.99724769323825,200.54564084314904,200.84417792147414,177
2025-06-26 15:39:10.334090,201.02110682929495,201.19067649132504,200.68023564744084,200.73679743836252,201
2025-06-26 15:44:10.334090,201.0374207100275,201.4721764435272,200.58350959546624,200.9933940331868,313
2025-06-26 15:49:10.334090,201.08151109709806,201.19453887575764,200.71112159585073,200.7979940477836,447
2025-06-26 15:54:10.334090,200.92638951857077,201.16276143786948,200.6053230578881,201.13256600871642,296
2025-06-26 15:59:10.334090,200.8073633782471,201.02100084820052,200.34029586208425,200.98234123321345,120
2025-06-26 16:04:10.334090,201.11909727856684,201.34875733951233,200.65720787695432,200.81452788865366,239
2025-06-26 16:09:10.334090,200.35091862878366,200.7199648469444,199.995539867506,200.13023432643277,497
2025-06-26 16:14:10.334090,199.8469144871749,200.06122981116388,199.37177871102236,199.51423774331064,200
2025-06-26 16:19:10.334090,199.05764601915675,199.34958831592297,198.9471912286117,198.9798171374315,136
2025-06-26 16:24:10.334090,198.9184671867854,199.07040756607535,198.6181137376344,198.78003505536495,243
2025-06-26 16:29:10.334090,198.94724287151365,199.1494103213504,198.72988816292545,198.99733408567812,352
2025-06-26 16:34:10.334090,199.01620902249155,199.4670242735971,198.62943647302134,199.03581546725457,183
2025-06-26 16:39:10.334090,198.89248006504965,199.3325640665413,198.76020356868787,199.32949497769118,312
2025-06-26 16:44:10.334090,199.13377223475882,199.46318427704395,198.93219248559433,199.1275281443985,414
2025-06-26 16:49:10.334090,199.10663680517354,199.3282335103759,198.60726039825673,198.82517714577008,361
2025-06-26 16:54:10.334090,199.10572517347762,199.2812650895507,198.6480353649779,198.9876660838616,243
2025-06-26 16:59:10.334090,198.9208869586007,199.3012458390301,198.67957979181614,199.18772088183252,351
2025-06-26 17:04:10.334090,199.05247545488734,199.24172008450626,198.8183029097166,199.08180773564385,424
2025-06-26 17:09:10.334090,199.23625088416105,199.69587935149056,198.73867516671496,198.98504607082225,167
2025-06-26 17:14:10.334090,199.15644432901502,199.36459011829598,198.84099715254925,199.09110873070185,345
2025-06-26 17:19:10.334090,198.87473079993478,199.19530360100518,198.57963299911742,198.74822626967688,222
2025-06-26 17:24:10.334090,199.0473679188992,199.53202169800903,198.86435044367605,198.91866822016678,490
2025-06-26 17:29:10.334090,198.9675416213644,199.12182242920895,198.63286940561704,198.66975969502442,237
2025-06-26 17:34:10.334090,198.31164597050696,198.62938673861458,197.93855980323016,198.12690857104872,315
2025-06-26 17:39:10.334090,197.9298509634688,198.06043246189336,197.77359109797897,197.92462359347707,325
2025-06-26 17:44:10.334090,197.79856943629042,198.12313825722597,197.5905836024409,198.09531297853962,350
2025-06-26 17:49:10.334090,198.43915228873155,198.79031767329568,198.07395265404202,198.59932789097766,403
2025-06-26 17:54:10.334090,198.4183100435057,198.6164566358931,198.06038719960077,198.28613737667212,402
2025-06-26 17:59:10.334090,198.05883373920253,198.55328113493192,197.63555012980083,197.9846856807049,347
2025-06-26 18:04:10.334090,198.12233737989453,198.44640405913526,197.64741288417235,197.7892253087998,172
2025-06-26 18:09:10.334090,198.0928447386607,198.28654108788862,197.91518204336765,198.1811404303524,235
2025-06-26 18:14:10.334090,198.65770339838605,199.13380884255403,198.2530104169892,198.32028230734133,429
2025-06-26 18:19:10.334090,198.35854532794042,198.70568234879292,197.98014179345242,198.23415702389488,459
2025-06-26 18:24:10.334090,198.30703696591183,198.69865278826694,198.05835277098066,198.25568521102855,110
